"customer_id","gender"
"390","1"
"391","1"
"392","2"
"393","1"
"394","1"
"395","2"
"396","1"
"397","2"
"398","2"
"399","1"
"400","1"
"401","2"
"402","1"
"403","2"
"404","1"
"405","1"
"406","1"
"407","2"
"408","1"
"409","1"
"410","1"
"411","1"
"412","1"
"413","1"
"414","2"
"416","1"
"417","1"
"418","2"
"419","2"
"421","1"
"422","1"
"423","1"
"424","1"
"425","2"
"426","1"
"427","2"
"428","1"
"429","1"
"430","1"
"431","1"
"432","2"
"433","1"
"434","1"
"436","1"
"437","1"
"439","1"
"440","1"
"441","1"
"442","2"
"443","1"
"444","1"
"445","1"
"446","1"
"447","2"
"448","1"
"449","1"
"450","1"
"451","1"
"452","1"
"453","1"
"455","1"
"456","2"
"457","1"
"458","2"
"459","1"
"460","1"
"461","1"
"462","1"
"463","2"
"464","1"
"465","1"
"466","1"
"467","1"
"468","1"
"469","1"
"470","1"
"471","1"
"472","2"
"473","2"
"474","1"
"475","2"
"476","1"
"477","1"
"478","2"
"479","1"
"480","1"
"481","1"
"482","1"
"483","1"
"484","1"
"485","1"
"486","1"
"487","1"
"488","1"
"489","1"
"490","1"
"491","1"
"492","1"
"493","1"
"494","1"
"495","1"
"496","1"
"497","1"
"498","1"
"499","1"
"500","2"
"501","1"
"502","1"
"503","2"
"504","2"
"505","1"
"506","1"
"507","1"
"508","1"
"509","2"
"510","1"
"511","2"
"512","1"
"513","1"
"514","1"
"515","1"
"516","1"
"517","1"
"518","2"
"520","1"
"521","1"
"522","1"
"523","1"
"524","1"
"525","1"
"526","1"
"527","1"
"528","1"
"529","1"
"530","1"
"531","1"
"532","1"
"533","1"
"534","1"
"535","1"
"536","1"
"537","1"
"538","1"
"539","1"
"540","1"
"541","1"
"542","1"
"543","1"
"544","1"
"546","1"
"547","1"
"548","2"
"550","1"
"551","1"
"552","1"
"553","2"
"554","1"
"558","1"
"559","1"
"560","1"
"561","1"
"562","1"
"563","1"
"564","1"
"565","1"
"566","1"
"567","1"
"568","2"
"569","1"
"570","1"
"571","1"
"572","1"
"573","2"
"574","1"
"575","1"
"576","1"
"577","1"
"578","1"
"579","1"
"580","1"
"581","1"
"582","2"
"583","1"
"584","1"
"585","2"
"586","1"
"587","1"
"588","1"
"589","1"
"590","1"
"591","1"
"592","1"
"593","1"
"594","1"
"595","2"
"596","1"
"597","2"
"598","1"
"599","1"
"600","1"
"601","1"
"602","1"
"603","1"
"604","1"
"605","1"
"606","1"
"607","1"
"608","1"
"609","2"
"610","1"
"611","1"
"613","1"
"614","1"
"615","1"
"616","1"
"617","1"
"618","1"
"619","2"
"620","2"
"621","2"
"623","2"
"624","1"
"625","1"
"626","2"
"627","1"
"628","1"
"629","1"
"630","1"
"631","1"
"633","1"
"634","2"
"635","1"
"636","2"
"637","1"
"638","2"
"639","2"
"640","2"
"641","1"
"642","1"
"643","1"
"644","1"
"645","1"
"646","1"
"647","2"
"648","1"
"649","2"
"650","1"
"652","1"
"653","1"
"654","1"
"656","1"
"657","1"
"658","2"
"659","1"
"660","1"
"661","1"
"662","1"
"663","1"
"664","1"
"665","1"
"666","1"
"667","1"
"668","1"
"669","1"
"670","1"
"671","1"
"672","1"
"673","1"
"674","1"
"675","1"
"676","2"
"677","1"
"678","1"
"679","1"
"680","2"
"681","1"
"682","1"
"683","1"
"684","1"
"685","1"
"686","1"
"687","2"
"688","1"
"689","1"
"690","1"
"691","1"
"692","2"
"693","1"
"694","1"
"695","1"
"696","1"
"697","1"
"698","1"
"699","1"
"700","2"
"701","1"
"702","1"
"703","1"
"704","1"
"705","2"
"706","1"
"707","1"
"708","1"
"709","2"
"710","1"
"711","2"
"712","1"
"713","1"
"714","1"
"715","1"
"716","1"
"717","1"
"718","2"
"719","1"
"720","1"
"721","1"
"722","1"
"723","1"
"724","1"
"725","1"
"726","1"
"727","1"
"728","1"
"729","1"
"731","2"
"732","1"
"733","1"
"734","1"
"735","1"
"736","1"
"737","1"
"738","1"
"739","1"
"740","1"
"741","1"
"742","1"
"743","1"
"744","2"
"745","1"
"746","2"
"749","1"
"750","2"
"751","1"
"752","1"
"753","1"
"755","1"
"756","1"
"757","2"
"758","1"
"759","1"
"760","2"
"761","1"
"762","1"
"763","1"
"765","2"
"766","1"
"767","1"
"769","1"
"773","1"
"775","1"
"776","1"
"777","1"
"778","1"
"779","1"
"780","2"
"781","1"
"782","1"
"783","1"
"784","2"
"785","1"
"786","2"
"787","2"
"788","1"
"789","1"
"790","1"
"791","1"
"792","1"
"793","1"
"794","2"
"795","1"
"796","1"
"797","2"
"798","1"
"799","1"
"800","1"
"802","2"
"803","1"
"804","1"
"805","1"
"807","1"
"808","1"
"809","1"
"810","1"
"822","1"
"823","1"
"824","1"
"825","2"
"826","2"
"827","1"
"828","2"
"829","1"
"830","1"
"831","1"
"832","1"
"833","1"
"834","1"
"835","2"
"836","1"
"837","1"
"838","1"
"839","1"
"840","1"
"841","2"
"842","1"
"843","1"
"844","1"
"845","1"
"846","1"
"847","1"
"848","1"
"849","1"
"850","1"
"851","1"
"853","1"
"854","2"
"855","1"
"856","1"
"857","1"
"858","1"
"859","2"
"860","1"
"861","1"
"862","1"
"863","1"
"864","1"
"865","1"
"866","1"
"867","1"
"868","1"
"869","2"
"870","1"
"872","1"
"873","2"
"874","1"
"875","1"
"876","1"
"877","1"
"878","2"
"879","1"
"880","2"
"881","1"
"882","1"
"883","2"
"884","1"
"885","1"
"886","1"
"887","1"
"888","2"
"889","1"
"890","1"
"891","2"
"892","1"
"893","1"
"894","1"
"895","1"
"896","1"
"897","2"
"898","1"
"900","1"
"901","2"
"902","1"
"903","1"
"904","1"
"906","1"
"907","1"
"908","1"
"909","2"
"910","1"
"911","1"
"912","1"
"913","1"
"914","1"
"915","1"
"916","1"
"917","1"
"918","1"
"919","1"
"921","1"
"922","2"
"923","1"
"924","1"
"925","2"
"926","1"
"927","1"
"928","2"
"929","2"
"930","2"
"931","1"
"932","1"
"933","1"
"934","1"
"935","1"
"936","1"
"938","1"
"939","1"
"940","1"
"941","2"
"942","1"
"943","1"
"944","1"
"945","1"
"946","2"
"947","2"
"948","1"
"949","2"
"950","1"
"951","1"
"952","1"
"953","2"
"954","1"
"955","1"
"956","1"
"957","1"
"958","1"
"959","1"
"960","1"
"961","1"
"962","1"
"963","1"
"964","1"
"966","1"
"967","1"
"969","1"
"970","1"
"971","1"
"972","1"
"973","1"
"974","1"
"975","1"
"976","2"
"977","1"
"978","1"
"979","2"
"980","1"
"982","1"
"983","1"
"984","1"
"985","2"
"986","1"
"987","1"
"988","1"
"989","1"
"990","1"
"991","1"
"992","2"
"994","1"
"995","1"
"996","1"
"997","1"
"998","2"
"999","1"
"1000","1"
"1007","2"
"1008","1"
"1009","1"
"1010","1"
"1011","1"
"1012","1"
"1014","1"
"1015","2"
"1016","1"
"1017","1"
"1018","1"
"1019","1"
"1020","1"
"1021","1"
"1022","2"
"1023","2"
"1025","1"
"1026","1"
"1027","1"
"1028","1"
"1031","2"
"1032","1"
"1033","1"
"1034","2"
"1035","1"
"1036","1"
"1037","1"
"1038","1"
"1039","1"
"1040","2"
"1042","1"
"1043","1"
"1044","1"
"1045","1"
"1046","2"
"1047","1"
"1048","1"
"1049","1"
"1050","1"
"1051","1"
"1052","1"
"1053","2"
"1054","1"
"1055","1"
"1056","1"
"1057","1"
"1058","1"
"1059","1"
"1060","1"
"1061","1"
"1062","1"
"1063","1"
"1064","1"
"1065","1"
"1066","2"
"1067","1"
"1068","1"
"1069","1"
"1070","1"
"1071","1"
"1072","1"
"1073","1"
"1074","1"
"1075","1"
"1076","1"
"1077","1"
"1078","2"
"1079","1"
"1080","1"
"1081","1"
"1082","1"
"1083","1"
"1084","1"
"1085","1"
"1086","1"
"1087","1"
"1088","2"
"1089","2"
"1090","1"
"1091","2"
"1092","1"
"1093","1"
"1094","2"
"1095","1"
"1096","1"
"1097","1"
"1098","1"
"1099","1"
"1100","1"
"1101","2"
"1102","2"
"1103","1"
"1104","2"
"1105","1"
"1106","1"
"1108","1"
"1109","1"
"1110","1"
"1111","1"
"1112","1"
"1113","1"
"1114","1"
"1115","1"
"1116","1"
"1117","1"
"1118","1"
"1119","1"
"1120","1"
"1121","1"
"1122","2"
"1123","1"
"1124","1"
"1125","1"
"1126","1"
"1127","2"
"1128","1"
"1130","1"
"1131","1"
"1132","1"
"1133","1"
"1134","1"
"1135","1"
"1136","1"
"1137","1"
"1138","1"
"1139","1"
"1140","2"
"1141","1"
"1142","2"
"1143","2"
"1144","1"
"1145","1"
"1146","1"
"1148","1"
"1149","1"
"1150","1"
"1152","2"
"1153","1"
"1154","1"
"1155","1"
"1156","1"
"1157","1"
"1158","1"
"1159","1"
"1160","2"
"1161","2"
"1162","2"
"1163","1"
"1164","1"
"1165","1"
"1166","1"
"1167","1"
"1169","1"
"1170","1"
"1171","1"
"1172","1"
"1173","1"
"1174","1"
"1175","1"
"1176","2"
"1177","2"
"1178","1"
"1179","1"
"1180","1"
"1182","1"
"1183","1"
"1184","1"
"1185","1"
"1186","1"
"1187","1"
"1188","1"
"1190","1"
"1191","1"
"1192","1"
"1193","2"
"1194","1"
"1195","2"
"1196","1"
"1197","1"
"1198","1"
"1199","1"
"1200","1"
"1201","1"
"1202","1"
"1203","1"
"1204","2"
"1205","1"
"1206","1"
"1207","1"
"1208","2"
"1209","1"
"1210","1"
"1211","2"
"1212","1"
"1213","1"
"1214","1"
"1215","1"
"1216","1"
"1217","1"
"1218","2"
"1219","1"
"1220","2"
"1221","1"
"1222","1"
"1223","1"
"1224","1"
"1227","1"
"1228","1"
"1229","1"
"1230","1"
"1231","2"
"1232","1"
"1233","1"
"1234","1"
"1235","1"
"1236","1"
"1237","1"
"1238","1"
"1239","1"
"1240","1"
"1241","1"
"1243","1"
"1244","1"
"1245","2"
"1246","1"
"1247","1"
"1248","1"
"1249","1"
"1250","1"
"1251","2"
"1253","1"
"1254","1"
"1255","1"
"1256","2"
"1257","1"
"1258","1"
"1259","1"
"1260","2"
"1261","1"
"1262","1"
"1263","2"
"1264","2"
"1265","1"
"1266","1"
"1267","1"
"1268","1"
"1269","1"
"1270","1"
"1271","2"
"1272","1"
"1273","1"
"1274","1"
"1275","1"
"1276","1"
"1277","1"
"1278","1"
"1279","1"
"1280","2"
"1281","1"
"1282","1"
"1283","1"
"1284","1"
"1285","1"
"1286","2"
"1287","1"
"1288","1"
"1289","1"
"1290","1"
"1291","1"
"1292","1"
"1294","1"
"1295","1"
"1296","1"
"1297","1"
"1298","1"
"1299","2"
"1300","1"
"1301","1"
"1303","1"
"1304","1"
"1305","1"
"1306","2"
"1307","1"
"1308","1"
"1309","1"
"1310","1"
"1311","1"
"1312","1"
"1313","1"
"1314","1"
"1315","2"
"1316","2"
"1317","2"
"1318","1"
"1319","1"
"1320","1"
"1321","2"
"1322","2"
"1323","1"
"1324","1"
"1325","1"
"1326","1"
"1327","1"
"1328","1"
"1329","1"
"1330","1"
"1331","1"
"1332","1"
"1333","1"
"1334","1"
"1335","1"
"1336","1"
"1337","1"
"1338","2"
"1344","1"
"1345","1"
"1347","1"
"1348","1"
"1349","1"
"1350","1"
"1351","1"
"1352","1"
"1353","1"
"1354","2"
"1355","1"
"1356","1"
"1357","1"
"1358","2"
"1359","1"
"1360","2"
"1361","1"
"1362","1"
"1363","1"
"1364","2"
"1365","1"
"1367","1"
"1368","1"
"1369","1"
"1370","1"
"1371","1"
"1372","2"
"1373","2"
"1374","1"
"1375","1"
"1376","1"
"1377","1"
"1378","2"
"1379","1"
"1380","1"
"1381","1"
"1382","2"
"1383","1"
"1384","1"
"1385","1"
"1386","1"
"1387","1"
"1388","1"
"1389","1"
"1390","1"
"1391","1"
"1392","1"
"1393","1"
"1394","1"
"1395","1"
"1396","1"
"1397","1"
"1398","1"
"1399","1"
"1400","2"
"1401","1"
"1402","1"
"1403","1"
"1404","2"
"1405","2"
"1406","1"
"1407","1"
"1408","1"
"1409","2"
"1410","1"
"1411","1"
"1412","1"
"1413","1"
"1414","1"
"1415","1"
"1416","1"
"1417","1"
"1418","1"
"1419","1"
"1420","1"
"1421","1"
"1422","1"
"1423","1"
"1424","2"
"1425","1"
"1426","1"
"1427","1"
"1428","1"
"1429","1"
"1430","1"
"1431","1"
"1432","1"
"1433","1"
"1434","1"
"1435","1"
"1436","1"
"1437","2"
"1438","1"
"1439","2"
"1440","1"
"1441","1"
"1442","1"
"1443","1"
"1444","1"
"1445","1"
"1446","1"
"1447","2"
"1448","1"
"1449","1"
"1450","2"
"1451","1"
"1453","1"
"1454","1"
"1455","1"
"1456","2"
"1457","1"
"1459","2"
"1460","1"
"1461","2"
"1462","2"
"1463","1"
"1464","1"
"1465","1"
"1466","1"
"1468","2"
"1469","1"
"1470","1"
"1471","1"
"1472","1"
"1473","1"
"1475","1"
"1476","1"
"1477","1"
"1478","1"
"1479","1"
"1480","2"
"1481","1"
"1483","1"
"1484","2"
"1485","1"
"1486","2"
"1487","1"
"1488","1"
"1489","2"
"1490","1"
"1491","1"
"1493","1"
"1494","1"
"1495","1"
"1496","1"
"1497","1"
"1498","1"
"1500","2"
"1501","1"
"1502","2"
"1503","1"
"1504","2"
"1505","1"
"1506","1"
"1507","1"
"1508","1"
"1509","2"
"1510","1"
"1511","1"
"1512","1"
"1513","2"
"1514","1"
"1515","1"
"1516","1"
"1517","2"
"1518","1"
"1519","1"
"1520","1"
"1521","2"
"1522","1"
"1523","1"
"1524","1"
"1525","1"
"1526","1"
"1527","2"
"1528","1"
"1529","1"
"1530","1"
"1531","1"
"1532","1"
"1533","2"
"1534","2"
"1535","1"
"1536","1"
"1537","2"
"1538","1"
"1540","1"
"1541","1"
"1542","1"
"1543","1"
"1544","1"
"1545","1"
"1546","1"
"1547","1"
"1548","1"
"1549","1"
"1550","1"
"1551","1"
"1552","1"
"1553","1"
"1554","1"
"1555","1"
"1556","1"
"1557","1"
"1558","1"
"1559","2"
"1560","1"
"1561","1"
"1562","1"
"1563","2"
"1564","1"
"1565","1"
"1566","1"
"1567","1"
"1568","1"
"1569","1"
"1570","1"
"1571","2"
"1572","1"
"1573","1"
"1574","2"
"1576","1"
"1577","2"
"1578","1"
"1579","1"
"1580","2"
"1581","1"
"1582","1"
"1583","2"
"1584","2"
"1585","1"
"1586","1"
"1587","1"
"1588","1"
"1589","1"
"1590","2"
"1591","1"
"1592","1"
"1593","2"
"1594","1"
"1595","1"
"1596","1"
"1597","2"
"1598","1"
"1599","1"
"1600","1"
"1601","1"
"1602","1"
"1603","1"
"1604","1"
"1605","1"
"1606","1"
"1607","1"
"1608","1"
"1609","1"
"1610","1"
"1611","1"
"1612","1"
"1613","2"
"1614","1"
"1615","1"
"1617","2"
"1618","2"
"1620","1"
"1621","2"
"1622","1"
"1623","1"
"1624","1"
"1625","1"
"1626","1"
"1627","1"
"1628","2"
"1629","1"
"1630","1"
"1631","1"
"1632","2"
"1633","1"
"1634","1"
"1635","1"
"1636","1"
"1637","2"
"1638","1"
"1639","1"
"1640","1"
"1641","1"
"1642","1"
"1643","1"
"1644","1"
"1645","2"
"1646","1"
"1647","1"
"1648","1"
"1649","1"
"1650","1"
"1651","1"
"1652","1"
"1653","2"
"1654","1"
"1655","1"
"1656","1"
"1657","2"
"1658","1"
"1659","1"
"1660","1"
"1661","1"
"1662","1"
"1663","1"
"1664","1"
"1665","2"
"1666","1"
"1667","1"
"1668","1"
"1669","1"
"1670","1"
"1671","2"
"1672","2"
"1673","1"
"1674","2"
"1675","1"
"1676","1"
"1677","1"
"1678","1"
"1679","1"
"1680","1"
"1681","1"
"1682","1"
"1683","1"
"1684","1"
"1685","1"
"1686","1"
"1687","2"
"1688","1"
"1689","1"
"1690","1"
"1691","1"
"1692","1"
"1693","1"
"1694","1"
"1695","1"
"1696","1"
"1697","1"
"1698","1"
"1699","2"
"1700","1"
"1701","1"
"1702","1"
"1703","1"
"1704","1"
"1705","1"
"1706","2"
"1708","1"
"1709","2"
"1710","1"
"1711","1"
"1712","1"
"1713","1"
"1714","1"
"1715","1"
"1716","1"
"1717","1"
"1718","2"
"1719","1"
"1720","1"
"1721","1"
"1722","1"
"1723","1"
"1724","1"
"1725","1"
"1726","1"
"1727","1"
"1728","1"
"1729","1"
"1730","1"
"1731","1"
"1732","1"
"1733","1"
"1734","1"
"1735","1"
"1736","1"
"1737","1"
"1738","1"
"1739","1"
"1740","1"
"1741","1"
"1742","1"
"1743","2"
"1744","2"
"1745","1"
"1746","1"
"1747","2"
"1748","2"
"1749","1"
"1750","1"
"1751","2"
"1752","1"
"1753","1"
"1754","2"
"1755","1"
"1756","1"
"1757","1"
"1758","1"
"1759","1"
"1760","2"
"1761","1"
"1762","2"
"1763","1"
"1764","1"
"1765","1"
"1766","1"
"1767","1"
"1768","1"
"1769","1"
"1770","1"
"1771","1"
"1772","1"
"1773","1"
"1774","1"
"1775","2"
"1776","1"
"1777","1"
"1778","1"
"1779","1"
"1780","1"
"1781","1"
"1782","1"
"1783","1"
"1784","1"
"1785","1"
"1787","2"
"1788","1"
"1789","1"
"1790","2"
"1791","2"
"1792","1"
"1793","2"
"1794","2"
"1795","1"
"1796","1"
"1797","1"
"1798","1"
"1799","1"
"1800","2"
"1801","2"
"1802","2"
"1803","2"
"1804","2"
"1805","1"
"1806","1"
"1807","1"
"1808","2"
"1809","1"
"1810","1"
"1811","1"
"1812","1"
"1813","1"
"1814","1"
"1815","1"
"1816","1"
"1817","1"
"1818","1"
"1819","1"
"1820","1"
"1821","1"
"1822","1"
"1823","2"
"1824","1"
"1825","1"
"1826","1"
"1827","1"
"1828","1"
"1829","1"
"1830","1"
"1831","1"
"1832","1"
"1833","1"
"1849","1"
"1850","1"
"1851","2"
"1852","1"
"1853","1"
"1854","2"
"1855","1"
"1856","1"
"1857","2"
"1858","1"
"1859","1"
"1861","1"
"1862","1"
"1863","2"
"1864","1"
"1865","1"
"1866","1"
"1867","1"
"1868","2"
"1869","1"
"1870","1"
"1871","1"
"1872","1"
"1873","1"
"1874","1"
"1875","1"
"1876","1"
"1877","2"
"1878","1"
"1879","1"
"1880","1"
"1881","1"
"1883","1"
"1884","1"
"1885","1"
"1886","1"
"1887","2"
"1888","1"
"1889","1"
"1890","1"
"1891","2"
"1892","1"
"1893","1"
"1894","2"
"1895","1"
"1896","2"
"1897","1"
"1898","1"
"1899","2"
"1900","1"
"1901","1"
"1902","1"
"1903","1"
"1904","1"
"1905","1"
"1906","1"
"1907","1"
"1908","1"
"1909","1"
"1910","1"
"1912","1"
"1913","1"
"1914","1"
"1915","1"
"1916","1"
"1917","1"
"1918","1"
"1919","1"
"1920","1"
"1921","1"
"1922","2"
"1923","2"
"1924","2"
"1925","1"
"1926","1"
"1927","1"
"1928","1"
"1930","1"
"1931","1"
"1932","1"
"1933","2"
"1934","1"
"1935","1"
"1936","1"
"1937","2"
"1938","1"
"1939","1"
"1940","1"
"1941","1"
"1942","1"
"1943","1"
"1944","1"
"1945","1"
"1946","1"
"1947","1"
"1948","1"
"1949","1"
"1951","1"
"1952","1"
"1953","1"
"1954","1"
"1955","1"
"1956","1"
"1957","1"
"1958","1"
"1959","2"
"1960","1"
"1961","1"
"1962","1"
"1963","1"
"1964","1"
"1965","1"
"1966","1"
"1967","1"
"1968","1"
"1969","1"
"1970","1"
"1972","1"
"1973","1"
"1974","2"
"1975","1"
"1976","1"
"1977","1"
"1978","1"
"1979","1"
"1980","1"
"1981","1"
"1982","1"
"1983","1"
"1984","1"
"1985","1"
"1986","2"
"1987","1"
"1988","1"
"1989","2"
"1990","1"
"1991","2"
"1992","1"
"1993","1"
"1994","1"
"1995","1"
"1996","1"
"1997","2"
"1998","2"
"1999","1"
"2000","2"
"2001","1"
"2002","1"
"2003","1"
"2004","1"
"2005","1"
"2006","1"
"2007","1"
"2008","1"
"2009","1"
"2010","2"
"2011","2"
"2012","1"
"2013","1"
"2015","2"
"2016","1"
"2017","1"
"2018","1"
"2019","1"
"2022","1"
"2023","1"
"2024","1"
"2025","1"
"2026","1"
"2027","1"
"2028","1"
"2029","1"
"2030","2"
"2031","1"
"2032","1"
"2033","1"
"2034","1"
"2035","1"
"2036","2"
"2037","1"
"2038","2"
"2039","2"
"2040","2"
"2042","2"
"2043","1"
"2044","1"
"2045","1"
"2046","1"
"2047","1"
"2048","2"
"2049","1"
"2050","1"
"2051","1"
"2052","2"
"2053","1"
"2054","1"
"2055","1"
"2056","1"
"2057","1"
"2058","1"
"2059","1"
"2060","1"
"2061","1"
"2062","1"
"2063","1"
"2064","1"
"2065","2"
"2066","1"
"2067","1"
"2068","1"
"2069","1"
"2070","2"
"2071","2"
"2072","1"
"2073","1"
"2074","1"
"2075","1"
"2076","2"
"2077","2"
"2078","1"
"2079","1"
"2080","1"
"2081","1"
"2082","1"
"2083","2"
"2084","1"
"2085","1"
"2086","2"
"2087","1"
"2088","1"
"2089","1"
"2090","1"
"2091","1"
"2092","2"
"2093","2"
"2095","1"
"2096","1"
"2097","2"
"2098","1"
"2099","1"
"2100","1"
"2101","1"
"2102","1"
"2103","1"
"2104","1"
"2105","1"
"2106","1"
"2107","1"
"2108","2"
"2109","1"
"2110","1"
"2111","1"
"2112","2"
"2113","1"
"2114","1"
"2115","1"
"2116","1"
"2117","1"
"2118","1"
"2119","1"
"2120","1"
"2121","1"
"2122","2"
"2123","1"
"2124","1"
"2125","1"
"2126","1"
"2127","1"
"2128","2"
"2129","1"
"2130","1"
"2131","1"
"2132","1"
"2133","1"
"2134","1"
"2135","2"
"2136","1"
"2137","1"
"2138","2"
"2139","1"
"2140","1"
"2141","1"
"2142","1"
"2143","1"
"2144","1"
"2145","1"
"2146","2"
"2147","2"
"2148","1"
"2149","2"
"2150","1"
"2151","2"
"2152","2"
"2153","1"
"2154","1"
"2155","2"
"2156","1"
"2157","2"
"2158","2"
"2159","2"
"2160","2"
"2161","1"
"2162","1"
"2163","1"
"2164","1"
"2165","1"
"2166","1"
"2167","1"
"2168","1"
"2169","1"
"2170","1"
"2171","1"
"2172","1"
"2173","1"
"2174","1"
"2175","1"
"2176","1"
"2177","1"
"2178","1"
"2179","1"
"2180","1"
"2181","1"
"2182","1"
"2183","1"
"2184","1"
"2185","1"
"2186","1"
"2187","1"
"2188","1"
"2189","1"
"2190","1"
"2191","1"
"2192","1"
"2193","1"
"2194","1"
"2195","1"
"2196","1"
"2197","2"
"2198","1"
"2199","1"
"2200","1"
"2201","1"
"2202","1"
"2203","1"
"2204","1"
"2205","1"
"2206","1"
"2207","1"
"2208","1"
"2209","1"
"2210","1"
"2211","1"
"2212","1"
"2213","1"
"2214","1"
"2215","1"
"2216","1"
"2217","1"
"2218","1"
"2219","1"
"2220","1"
"2221","1"
"2222","1"
"2223","1"
"2224","2"
"2225","1"
"2226","2"
"2227","1"
"2228","1"
"2229","1"
"2230","1"
"2231","2"
"2232","2"
"2233","1"
"2234","1"
"2235","1"
"2236","1"
"2237","1"
"2238","1"
"2239","1"
"2240","1"
"2241","2"
"2242","1"
"2243","1"
"2244","2"
"2245","1"
"2246","1"
"2247","1"
"2248","1"
"2249","2"
"2250","1"
"2251","1"
"2252","1"
"2253","2"
"2254","1"
"2255","1"
"2256","2"
"2257","1"
"2258","1"
"2259","1"
"2260","1"
"2261","1"
"2262","1"
"2263","1"
